,actual values,Predicted class,network class
3251,0,0,anormaly
3252,1,1,normal
3253,1,1,normal
3254,0,0,anormaly
3255,1,1,normal
3256,0,0,anormaly
3257,1,1,normal
3258,1,1,normal
3259,0,0,anormaly
3260,1,1,normal
3261,1,1,normal
3262,1,1,normal
3263,1,0,anormaly
3264,0,1,normal
3265,1,1,normal
3266,0,0,anormaly
3267,0,0,anormaly
3268,1,1,normal
3269,0,1,normal
3270,1,1,normal
3271,0,0,anormaly
3272,1,1,normal
3273,1,1,normal
3274,1,1,normal
3275,1,1,normal
3276,0,0,anormaly
3277,0,0,anormaly
3278,1,1,normal
3279,0,0,anormaly
3280,0,1,normal
3281,1,1,normal
3282,0,0,anormaly
3283,1,1,normal
3284,0,0,anormaly
3285,1,1,normal
3286,1,1,normal
3287,1,1,normal
3288,0,0,anormaly
3289,1,1,normal
3290,0,0,anormaly
3291,0,0,anormaly
3292,1,1,normal
3293,1,1,normal
3294,1,1,normal
3295,0,0,anormaly
3296,1,1,normal
3297,1,1,normal
3298,1,1,normal
3299,0,0,anormaly
3300,0,0,anormaly
3301,1,1,normal
3302,0,0,anormaly
3303,0,0,anormaly
3304,0,0,anormaly
3305,1,1,normal
3306,1,1,normal
3307,0,0,anormaly
3308,0,0,anormaly
3309,0,1,normal
3310,1,1,normal
3311,0,0,anormaly
3312,0,0,anormaly
3313,1,1,normal
3314,1,1,normal
3315,0,0,anormaly
3316,1,1,normal
3317,0,0,anormaly
3318,1,1,normal
3319,1,1,normal
3320,0,0,anormaly
3321,0,0,anormaly
3322,1,1,normal
3323,0,0,anormaly
3324,1,1,normal
3325,1,1,normal
3326,0,0,anormaly
3327,0,0,anormaly
3328,0,0,anormaly
3329,1,1,normal
3330,1,1,normal
3331,0,0,anormaly
3332,1,1,normal
3333,0,0,anormaly
3334,0,0,anormaly
3335,1,1,normal
3336,1,1,normal
3337,1,1,normal
3338,1,1,normal
3339,1,1,normal
3340,0,0,anormaly
3341,1,1,normal
3342,0,0,anormaly
3343,1,1,normal
3344,1,1,normal
3345,1,1,normal
3346,0,0,anormaly
3347,0,0,anormaly
3348,0,0,anormaly
3349,0,0,anormaly
3350,1,1,normal
3351,0,0,anormaly
3352,0,0,anormaly
3353,1,1,normal
3354,0,0,anormaly
3355,1,1,normal
3356,0,0,anormaly
3357,0,0,anormaly
3358,0,1,normal
3359,0,0,anormaly
3360,0,0,anormaly
3361,1,1,normal
3362,1,1,normal
3363,1,1,normal
3364,0,0,anormaly
3365,1,1,normal
3366,1,1,normal
3367,0,0,anormaly
3368,0,0,anormaly
3369,1,1,normal
3370,0,0,anormaly
3371,0,0,anormaly
3372,1,1,normal
3373,1,1,normal
3374,1,1,normal
3375,0,0,anormaly
3376,1,1,normal
3377,1,1,normal
3378,1,1,normal
3379,0,0,anormaly
3380,1,1,normal
3381,0,1,normal
3382,0,0,anormaly
3383,1,1,normal
3384,0,0,anormaly
3385,1,1,normal
3386,1,1,normal
3387,0,0,anormaly
3388,0,0,anormaly
3389,0,0,anormaly
3390,1,1,normal
3391,0,0,anormaly
3392,0,0,anormaly
3393,1,1,normal
3394,0,0,anormaly
3395,0,0,anormaly
3396,0,0,anormaly
3397,1,1,normal
3398,1,1,normal
3399,1,1,normal
3400,0,0,anormaly
3401,0,0,anormaly
3402,1,1,normal
3403,0,0,anormaly
3404,1,0,anormaly
3405,0,0,anormaly
3406,0,0,anormaly
3407,1,1,normal
3408,0,0,anormaly
3409,1,1,normal
3410,0,0,anormaly
3411,1,1,normal
3412,0,0,anormaly
3413,1,1,normal
3414,0,0,anormaly
3415,1,1,normal
3416,1,1,normal
3417,1,1,normal
3418,1,1,normal
3419,0,0,anormaly
3420,1,1,normal
3421,0,0,anormaly
3422,1,1,normal
3423,0,0,anormaly
3424,0,0,anormaly
3425,1,1,normal
3426,0,0,anormaly
3427,0,0,anormaly
3428,1,0,anormaly
3429,1,1,normal
3430,1,1,normal
3431,0,0,anormaly
3432,1,1,normal
3433,1,1,normal
3434,0,0,anormaly
3435,0,0,anormaly
3436,0,0,anormaly
3437,0,0,anormaly
3438,0,0,anormaly
3439,1,1,normal
3440,1,1,normal
3441,0,0,anormaly
3442,1,1,normal
3443,1,1,normal
3444,0,0,anormaly
3445,1,1,normal
3446,1,1,normal
3447,1,1,normal
3448,1,1,normal
3449,1,1,normal
3450,1,1,normal
3451,1,1,normal
3452,0,0,anormaly
3453,1,1,normal
3454,1,1,normal
3455,0,0,anormaly
3456,1,1,normal
3457,0,1,normal
3458,1,1,normal
3459,0,0,anormaly
3460,1,1,normal
3461,0,0,anormaly
3462,1,1,normal
3463,1,1,normal
3464,1,1,normal
3465,0,0,anormaly
3466,0,0,anormaly
3467,1,1,normal
3468,1,1,normal
3469,0,0,anormaly
3470,0,0,anormaly
3471,0,0,anormaly
3472,0,0,anormaly
3473,1,1,normal
3474,1,1,normal
3475,0,0,anormaly
3476,1,1,normal
3477,0,0,anormaly
3478,0,0,anormaly
3479,0,0,anormaly
3480,0,0,anormaly
3481,1,1,normal
3482,1,1,normal
3483,0,0,anormaly
3484,0,0,anormaly
3485,0,1,normal
3486,0,0,anormaly
3487,1,1,normal
3488,0,0,anormaly
3489,1,1,normal
3490,0,0,anormaly
3491,1,1,normal
3492,0,0,anormaly
3493,1,1,normal
3494,0,0,anormaly
3495,1,1,normal
3496,1,1,normal
3497,1,1,normal
3498,1,1,normal
3499,1,1,normal
3500,1,1,normal
3501,1,1,normal
3502,1,1,normal
3503,0,0,anormaly
3504,0,1,normal
3505,0,0,anormaly
3506,0,0,anormaly
3507,1,1,normal
3508,0,0,anormaly
3509,0,0,anormaly
3510,1,1,normal
3511,1,1,normal
3512,0,0,anormaly
3513,0,0,anormaly
3514,1,0,anormaly
3515,0,0,anormaly
3516,1,1,normal
3517,0,0,anormaly
3518,1,1,normal
3519,0,0,anormaly
3520,1,1,normal
3521,0,0,anormaly
3522,1,1,normal
3523,0,0,anormaly
3524,1,1,normal
3525,0,0,anormaly
3526,0,0,anormaly
3527,1,1,normal
3528,1,1,normal
3529,1,1,normal
3530,0,0,anormaly
3531,0,0,anormaly
3532,0,0,anormaly
3533,1,1,normal
3534,1,1,normal
3535,1,1,normal
3536,0,0,anormaly
3537,0,0,anormaly
3538,0,0,anormaly
3539,1,1,normal
3540,1,1,normal
3541,1,1,normal
3542,0,0,anormaly
3543,1,1,normal
3544,0,0,anormaly
3545,1,1,normal
3546,0,1,normal
3547,1,1,normal
3548,0,0,anormaly
3549,0,0,anormaly
3550,0,0,anormaly
3551,1,1,normal
3552,1,1,normal
3553,1,1,normal
3554,0,0,anormaly
3555,1,1,normal
3556,0,0,anormaly
3557,0,0,anormaly
3558,1,1,normal
3559,0,0,anormaly
3560,0,0,anormaly
3561,0,0,anormaly
3562,0,0,anormaly
3563,0,0,anormaly
3564,0,0,anormaly
3565,0,0,anormaly
3566,1,1,normal
3567,1,1,normal
3568,1,1,normal
3569,0,0,anormaly
3570,0,0,anormaly
3571,0,0,anormaly
3572,0,0,anormaly
3573,0,0,anormaly
3574,1,1,normal
3575,1,1,normal
3576,1,1,normal
3577,0,0,anormaly
3578,1,1,normal
3579,1,1,normal
3580,1,1,normal
3581,1,1,normal
3582,0,0,anormaly
3583,0,0,anormaly
3584,0,0,anormaly
3585,1,1,normal
3586,0,0,anormaly
3587,1,1,normal
3588,1,1,normal
3589,0,0,anormaly
3590,0,0,anormaly
3591,1,1,normal
3592,0,1,normal
3593,0,0,anormaly
3594,0,0,anormaly
3595,1,1,normal
3596,1,1,normal
3597,1,1,normal
3598,1,1,normal
3599,1,1,normal
3600,1,1,normal
3601,1,1,normal
3602,0,0,anormaly
3603,0,0,anormaly
3604,1,1,normal
3605,0,1,normal
3606,1,1,normal
3607,1,1,normal
3608,0,0,anormaly
3609,1,1,normal
3610,1,1,normal
3611,1,0,anormaly
3612,0,0,anormaly
3613,0,0,anormaly
3614,1,1,normal
3615,1,1,normal
3616,0,1,normal
3617,0,0,anormaly
3618,1,1,normal
3619,1,1,normal
3620,1,1,normal
3621,1,1,normal
3622,0,0,anormaly
3623,1,1,normal
3624,1,1,normal
3625,1,1,normal
3626,1,1,normal
3627,1,1,normal
3628,0,0,anormaly
3629,0,0,anormaly
3630,1,1,normal
3631,1,1,normal
3632,0,0,anormaly
3633,0,0,anormaly
3634,1,1,normal
3635,0,0,anormaly
3636,1,1,normal
3637,0,0,anormaly
3638,1,1,normal
3639,1,1,normal
3640,0,0,anormaly
3641,0,0,anormaly
3642,1,1,normal
3643,0,0,anormaly
3644,0,0,anormaly
3645,1,1,normal
3646,1,1,normal
3647,0,0,anormaly
3648,1,1,normal
3649,1,1,normal
3650,0,0,anormaly
3651,0,0,anormaly
3652,0,0,anormaly
3653,1,1,normal
3654,0,0,anormaly
3655,0,0,anormaly
3656,1,1,normal
3657,1,1,normal
3658,0,0,anormaly
3659,1,1,normal
3660,1,1,normal
3661,0,1,normal
3662,1,1,normal
3663,1,1,normal
3664,1,1,normal
3665,1,1,normal
3666,0,0,anormaly
3667,1,1,normal
3668,1,1,normal
3669,1,1,normal
3670,1,1,normal
3671,1,1,normal
3672,0,0,anormaly
3673,1,1,normal
3674,0,0,anormaly
3675,0,0,anormaly
3676,1,1,normal
3677,1,1,normal
3678,1,1,normal
3679,1,1,normal
3680,0,0,anormaly
3681,0,0,anormaly
3682,0,0,anormaly
3683,1,1,normal
3684,1,1,normal
3685,1,1,normal
3686,0,0,anormaly
3687,1,1,normal
3688,1,1,normal
3689,1,1,normal
3690,1,1,normal
3691,1,1,normal
3692,1,1,normal
3693,1,1,normal
3694,0,0,anormaly
3695,0,0,anormaly
3696,1,1,normal
3697,0,0,anormaly
3698,1,1,normal
3699,1,1,normal
3700,1,1,normal
3701,0,1,normal
3702,1,1,normal
3703,1,1,normal
3704,0,0,anormaly
3705,0,0,anormaly
3706,1,1,normal
3707,1,1,normal
3708,0,0,anormaly
3709,0,0,anormaly
3710,1,1,normal
3711,0,0,anormaly
3712,1,0,anormaly
3713,0,0,anormaly
3714,0,0,anormaly
3715,1,1,normal
3716,1,1,normal
3717,1,1,normal
3718,1,1,normal
3719,1,1,normal
3720,1,1,normal
3721,1,1,normal
3722,0,0,anormaly
3723,0,0,anormaly
3724,0,0,anormaly
3725,0,0,anormaly
3726,1,1,normal
3727,0,0,anormaly
3728,1,1,normal
3729,1,1,normal
3730,1,1,normal
3731,1,1,normal
3732,0,0,anormaly
3733,1,1,normal
3734,0,0,anormaly
3735,1,1,normal
3736,1,1,normal
3737,0,0,anormaly
3738,1,1,normal
3739,1,1,normal
3740,0,0,anormaly
3741,1,1,normal
3742,1,1,normal
3743,1,1,normal
3744,1,1,normal
3745,1,1,normal
3746,1,1,normal
3747,1,1,normal
3748,1,1,normal
3749,0,0,anormaly
3750,0,0,anormaly
3751,1,1,normal
3752,1,1,normal
3753,1,1,normal
3754,0,0,anormaly
3755,1,1,normal
3756,0,0,anormaly
3757,1,1,normal
3758,0,0,anormaly
3759,0,0,anormaly
3760,0,0,anormaly
3761,0,0,anormaly
3762,0,0,anormaly
3763,1,1,normal
3764,1,0,anormaly
3765,0,0,anormaly
3766,0,0,anormaly
3767,1,1,normal
3768,0,1,normal
3769,0,0,anormaly
3770,1,1,normal
3771,1,1,normal
3772,1,1,normal
3773,0,0,anormaly
3774,1,1,normal
3775,1,1,normal
3776,1,1,normal
3777,1,1,normal
3778,1,1,normal
3779,1,1,normal
3780,1,1,normal
3781,0,0,anormaly
3782,0,0,anormaly
3783,0,1,normal
3784,1,1,normal
3785,0,0,anormaly
3786,0,0,anormaly
3787,0,0,anormaly
3788,0,0,anormaly
3789,1,1,normal
3790,0,0,anormaly
3791,0,0,anormaly
3792,1,1,normal
3793,1,1,normal
3794,0,0,anormaly
3795,1,1,normal
3796,0,0,anormaly
3797,1,1,normal
3798,1,1,normal
3799,0,0,anormaly
3800,1,1,normal
3801,1,1,normal
3802,0,0,anormaly
3803,1,1,normal
3804,1,1,normal
3805,1,1,normal
3806,1,1,normal
3807,1,1,normal
3808,0,0,anormaly
3809,1,1,normal
3810,1,1,normal
3811,1,1,normal
3812,0,0,anormaly
3813,0,1,normal
3814,0,0,anormaly
3815,1,1,normal
3816,0,0,anormaly
3817,0,0,anormaly
3818,0,0,anormaly
3819,1,1,normal
3820,0,0,anormaly
3821,0,1,normal
3822,0,0,anormaly
3823,1,1,normal
3824,1,1,normal
3825,1,1,normal
3826,0,0,anormaly
3827,0,0,anormaly
3828,0,0,anormaly
3829,1,0,anormaly
3830,1,1,normal
3831,0,0,anormaly
3832,1,1,normal
3833,0,0,anormaly
3834,0,0,anormaly
3835,0,0,anormaly
3836,1,1,normal
3837,1,1,normal
3838,1,1,normal
3839,0,0,anormaly
3840,1,1,normal
3841,0,0,anormaly
3842,1,1,normal
3843,1,1,normal
3844,0,0,anormaly
3845,1,1,normal
3846,0,0,anormaly
3847,1,1,normal
3848,1,1,normal
3849,0,0,anormaly
3850,1,1,normal
3851,0,0,anormaly
3852,1,1,normal
3853,1,1,normal
3854,0,0,anormaly
3855,1,1,normal
3856,1,1,normal
3857,0,0,anormaly
3858,1,1,normal
3859,1,1,normal
3860,1,1,normal
3861,1,1,normal
3862,1,1,normal
3863,0,0,anormaly
3864,1,0,anormaly
3865,0,0,anormaly
3866,0,0,anormaly
3867,0,0,anormaly
3868,0,0,anormaly
3869,1,1,normal
3870,0,0,anormaly
3871,1,1,normal
3872,0,0,anormaly
3873,1,1,normal
3874,0,0,anormaly
3875,1,1,normal
3876,0,0,anormaly
3877,1,1,normal
3878,1,1,normal
3879,1,1,normal
3880,0,0,anormaly
3881,1,1,normal
3882,0,0,anormaly
3883,1,1,normal
3884,1,1,normal
3885,1,1,normal
3886,0,0,anormaly
3887,1,1,normal
3888,0,1,normal
3889,1,1,normal
3890,0,0,anormaly
3891,0,0,anormaly
3892,1,1,normal
3893,0,0,anormaly
3894,1,1,normal
3895,0,0,anormaly
3896,0,0,anormaly
3897,0,0,anormaly
3898,0,0,anormaly
3899,1,1,normal
3900,1,1,normal
3901,1,1,normal
3902,1,1,normal
3903,1,1,normal
3904,1,1,normal
3905,0,0,anormaly
3906,1,1,normal
3907,1,1,normal
3908,0,0,anormaly
3909,0,0,anormaly
3910,0,0,anormaly
3911,1,1,normal
3912,0,0,anormaly
3913,1,1,normal
3914,1,1,normal
3915,0,0,anormaly
3916,0,1,normal
3917,0,0,anormaly
3918,1,1,normal
3919,1,1,normal
3920,1,1,normal
3921,1,1,normal
3922,0,0,anormaly
3923,1,1,normal
3924,1,1,normal
3925,0,0,anormaly
3926,0,0,anormaly
3927,0,0,anormaly
3928,1,1,normal
3929,0,0,anormaly
3930,1,1,normal
3931,0,0,anormaly
3932,1,1,normal
3933,0,0,anormaly
3934,1,1,normal
3935,0,0,anormaly
3936,0,0,anormaly
3937,0,0,anormaly
3938,1,0,anormaly
3939,1,1,normal
3940,1,1,normal
3941,1,1,normal
3942,0,0,anormaly
3943,0,0,anormaly
3944,0,0,anormaly
3945,0,0,anormaly
3946,0,0,anormaly
3947,1,1,normal
3948,0,0,anormaly
3949,1,1,normal
3950,1,1,normal
3951,1,1,normal
3952,1,1,normal
3953,0,0,anormaly
3954,1,1,normal
3955,0,0,anormaly
3956,1,1,normal
3957,0,0,anormaly
3958,0,0,anormaly
3959,0,0,anormaly
3960,1,1,normal
3961,1,1,normal
3962,0,0,anormaly
3963,0,0,anormaly
3964,1,1,normal
3965,0,0,anormaly
3966,0,0,anormaly
3967,1,1,normal
3968,0,0,anormaly
3969,1,1,normal
3970,0,1,normal
3971,1,1,normal
3972,1,1,normal
3973,0,0,anormaly
3974,1,1,normal
3975,0,1,normal
3976,1,1,normal
3977,0,0,anormaly
3978,0,0,anormaly
3979,0,0,anormaly
3980,1,1,normal
3981,1,1,normal
3982,1,1,normal
3983,1,1,normal
3984,0,0,anormaly
3985,0,0,anormaly
3986,1,1,normal
3987,1,1,normal
3988,1,1,normal
3989,0,0,anormaly
3990,0,0,anormaly
3991,1,1,normal
3992,0,0,anormaly
3993,1,1,normal
3994,1,1,normal
3995,1,1,normal
3996,0,0,anormaly
3997,0,0,anormaly
3998,0,0,anormaly
3999,0,0,anormaly
4000,0,0,anormaly
4001,0,0,anormaly
4002,1,1,normal
4003,0,0,anormaly
4004,1,1,normal
4005,1,1,normal
4006,1,1,normal
4007,0,0,anormaly
4008,1,1,normal
4009,1,1,normal
4010,0,0,anormaly
4011,1,1,normal
4012,1,1,normal
4013,0,0,anormaly
4014,0,0,anormaly
4015,0,0,anormaly
4016,0,0,anormaly
4017,1,1,normal
4018,1,1,normal
4019,1,1,normal
4020,0,0,anormaly
4021,1,1,normal
4022,0,0,anormaly
4023,0,0,anormaly
4024,1,1,normal
4025,0,0,anormaly
4026,0,0,anormaly
4027,1,1,normal
4028,1,1,normal
4029,0,0,anormaly
4030,1,1,normal
4031,0,0,anormaly
4032,0,0,anormaly
4033,1,1,normal
4034,1,1,normal
4035,0,0,anormaly
4036,1,1,normal
4037,1,1,normal
4038,1,1,normal
4039,1,0,anormaly
4040,1,1,normal
4041,0,0,anormaly
4042,1,1,normal
4043,0,0,anormaly
4044,1,1,normal
4045,0,0,anormaly
4046,1,1,normal
4047,1,1,normal
4048,0,0,anormaly
4049,0,0,anormaly
4050,0,0,anormaly
4051,1,1,normal
4052,1,1,normal
4053,0,0,anormaly
4054,1,1,normal
4055,0,0,anormaly
4056,1,1,normal
4057,0,0,anormaly
4058,1,1,normal
4059,1,1,normal
4060,0,0,anormaly
4061,1,1,normal
4062,0,0,anormaly
4063,0,0,anormaly
4064,0,0,anormaly
4065,0,0,anormaly
4066,0,0,anormaly
4067,0,0,anormaly
4068,0,0,anormaly
4069,1,1,normal
4070,1,1,normal
4071,1,1,normal
4072,0,1,normal
4073,0,0,anormaly
4074,1,1,normal
4075,1,1,normal
4076,0,1,normal
4077,1,1,normal
4078,1,1,normal
4079,1,1,normal
4080,0,0,anormaly
4081,0,0,anormaly
4082,0,0,anormaly
4083,1,1,normal
4084,1,1,normal
4085,1,1,normal
4086,0,1,normal
4087,0,0,anormaly
4088,1,1,normal
4089,1,1,normal
4090,0,0,anormaly
4091,0,0,anormaly
4092,0,0,anormaly
4093,1,1,normal
4094,1,1,normal
4095,1,1,normal
4096,1,1,normal
4097,0,0,anormaly
4098,1,1,normal
4099,1,1,normal
4100,0,0,anormaly
4101,1,1,normal
4102,0,0,anormaly
4103,0,0,anormaly
4104,1,1,normal
4105,1,1,normal
4106,0,0,anormaly
4107,1,1,normal
4108,0,0,anormaly
4109,1,1,normal
4110,0,0,anormaly
4111,1,1,normal
4112,1,1,normal
4113,0,0,anormaly
4114,0,0,anormaly
4115,0,0,anormaly
4116,1,1,normal
4117,1,1,normal
4118,0,0,anormaly
4119,0,0,anormaly
4120,1,1,normal
4121,0,0,anormaly
4122,1,1,normal
4123,0,0,anormaly
4124,1,1,normal
4125,0,0,anormaly
4126,0,0,anormaly
4127,0,0,anormaly
4128,0,0,anormaly
4129,1,1,normal
4130,1,1,normal
4131,1,0,anormaly
4132,0,0,anormaly
4133,0,0,anormaly
4134,0,0,anormaly
4135,1,1,normal
4136,1,1,normal
4137,1,1,normal
4138,1,1,normal
4139,1,0,anormaly
4140,1,1,normal
4141,1,1,normal
4142,1,1,normal
4143,0,0,anormaly
4144,0,0,anormaly
4145,0,0,anormaly
4146,0,0,anormaly
4147,0,0,anormaly
4148,1,1,normal
4149,1,1,normal
4150,1,1,normal
4151,1,1,normal
4152,0,0,anormaly
4153,1,1,normal
4154,0,0,anormaly
4155,1,1,normal
4156,0,0,anormaly
4157,0,0,anormaly
4158,1,1,normal
4159,1,1,normal
4160,1,1,normal
4161,0,0,anormaly
4162,0,0,anormaly
4163,1,1,normal
4164,0,0,anormaly
4165,1,1,normal
4166,0,0,anormaly
4167,0,0,anormaly
4168,0,0,anormaly
4169,1,1,normal
4170,0,0,anormaly
4171,0,0,anormaly
4172,0,0,anormaly
4173,1,1,normal
4174,1,1,normal
4175,0,0,anormaly
4176,1,1,normal
4177,1,1,normal
4178,0,0,anormaly
4179,0,0,anormaly
4180,0,1,normal
4181,0,0,anormaly
4182,1,1,normal
4183,0,0,anormaly
4184,0,0,anormaly
4185,1,0,anormaly
4186,1,1,normal
4187,0,0,anormaly
4188,1,1,normal
4189,0,0,anormaly
4190,0,0,anormaly
4191,0,0,anormaly
4192,0,0,anormaly
4193,1,1,normal
4194,1,1,normal
4195,0,0,anormaly
4196,0,0,anormaly
4197,0,0,anormaly
4198,0,0,anormaly
4199,0,0,anormaly
4200,1,1,normal
4201,1,1,normal
4202,0,1,normal
4203,1,1,normal
4204,0,0,anormaly
4205,0,1,normal
4206,1,1,normal
4207,1,1,normal
4208,0,0,anormaly
4209,1,1,normal
4210,0,0,anormaly
4211,1,1,normal
4212,1,1,normal
4213,1,1,normal
4214,1,1,normal
4215,0,0,anormaly
4216,1,1,normal
4217,1,1,normal
4218,1,1,normal
4219,1,1,normal
4220,0,0,anormaly
4221,0,1,normal
4222,0,0,anormaly
4223,0,0,anormaly
4224,0,0,anormaly
4225,1,1,normal
4226,0,0,anormaly
4227,1,1,normal
4228,0,0,anormaly
4229,0,0,anormaly
4230,0,0,anormaly
4231,0,0,anormaly
4232,0,0,anormaly
4233,0,0,anormaly
4234,0,0,anormaly
4235,0,0,anormaly
4236,0,0,anormaly
4237,1,0,anormaly
4238,0,0,anormaly
4239,0,0,anormaly
4240,0,0,anormaly
4241,1,1,normal
4242,1,1,normal
4243,1,1,normal
4244,0,1,normal
4245,0,0,anormaly
4246,1,1,normal
4247,1,1,normal
4248,1,1,normal
4249,0,0,anormaly
4250,1,1,normal
4251,0,0,anormaly
4252,0,0,anormaly
4253,1,1,normal
4254,0,0,anormaly
4255,0,1,normal
4256,1,1,normal
4257,0,0,anormaly
4258,1,1,normal
4259,0,0,anormaly
4260,1,1,normal
4261,0,0,anormaly
4262,0,0,anormaly
4263,0,1,normal
4264,1,1,normal
4265,0,0,anormaly
4266,1,1,normal
4267,1,1,normal
4268,1,1,normal
4269,0,0,anormaly
4270,0,0,anormaly
4271,0,0,anormaly
4272,1,1,normal
4273,1,1,normal
4274,1,1,normal
4275,0,0,anormaly
4276,1,1,normal
4277,0,0,anormaly
4278,1,1,normal
4279,0,0,anormaly
4280,0,0,anormaly
4281,0,0,anormaly
4282,0,0,anormaly
4283,0,0,anormaly
4284,1,1,normal
4285,1,1,normal
4286,0,0,anormaly
4287,0,0,anormaly
4288,0,0,anormaly
4289,0,0,anormaly
4290,1,1,normal
4291,0,0,anormaly
4292,0,1,normal
4293,1,1,normal
4294,1,1,normal
4295,0,1,normal
4296,0,0,anormaly
4297,0,0,anormaly
4298,1,1,normal
4299,0,0,anormaly
4300,1,1,normal
4301,1,1,normal
4302,1,1,normal
4303,1,1,normal
4304,1,1,normal
4305,1,1,normal
4306,1,1,normal
4307,1,1,normal
4308,0,0,anormaly
4309,1,1,normal
4310,1,1,normal
4311,1,1,normal
4312,1,1,normal
4313,0,0,anormaly
4314,1,1,normal
4315,0,0,anormaly
4316,0,0,anormaly
4317,0,0,anormaly
4318,0,0,anormaly
4319,0,0,anormaly
4320,0,0,anormaly
4321,0,0,anormaly
4322,1,1,normal
4323,1,1,normal
4324,0,0,anormaly
4325,1,1,normal
4326,1,1,normal
4327,1,1,normal
4328,0,0,anormaly
4329,1,1,normal
4330,1,1,normal
4331,1,1,normal
4332,0,0,anormaly
4333,1,1,normal
4334,0,0,anormaly
4335,1,1,normal
4336,1,1,normal
4337,1,1,normal
4338,0,0,anormaly
4339,0,0,anormaly
4340,0,0,anormaly
4341,1,1,normal
4342,0,0,anormaly
4343,1,1,normal
4344,1,1,normal
4345,0,0,anormaly
4346,1,1,normal
4347,1,1,normal
4348,1,1,normal
4349,1,1,normal
4350,1,1,normal
4351,0,0,anormaly
4352,0,1,normal
4353,1,1,normal
4354,1,1,normal
4355,0,0,anormaly
4356,0,0,anormaly
4357,1,1,normal
4358,1,1,normal
4359,0,0,anormaly
4360,0,0,anormaly
4361,0,0,anormaly
4362,0,0,anormaly
4363,1,1,normal
4364,0,0,anormaly
4365,0,1,normal
4366,0,0,anormaly
4367,0,0,anormaly
4368,1,0,anormaly
4369,1,1,normal
4370,1,1,normal
4371,0,0,anormaly
4372,0,0,anormaly
4373,1,1,normal
4374,0,0,anormaly
4375,1,1,normal
4376,0,0,anormaly
4377,0,0,anormaly
4378,1,1,normal
4379,1,1,normal
4380,0,0,anormaly
4381,0,0,anormaly
4382,1,1,normal
4383,1,1,normal
4384,1,1,normal
4385,0,0,anormaly
4386,1,1,normal
4387,1,1,normal
4388,0,0,anormaly
4389,0,0,anormaly
4390,0,0,anormaly
4391,0,0,anormaly
4392,1,1,normal
4393,0,0,anormaly
4394,1,1,normal
4395,0,0,anormaly
4396,1,1,normal
4397,0,0,anormaly
4398,1,1,normal
4399,1,1,normal
4400,0,0,anormaly
4401,0,0,anormaly
4402,0,0,anormaly
4403,1,1,normal
4404,0,0,anormaly
4405,0,0,anormaly
4406,1,1,normal
4407,1,1,normal
4408,0,0,anormaly
4409,1,1,normal
4410,1,1,normal
4411,1,1,normal
4412,0,0,anormaly
4413,0,0,anormaly
4414,0,0,anormaly
4415,0,0,anormaly
4416,0,0,anormaly
4417,1,1,normal
4418,0,1,normal
4419,0,0,anormaly
4420,0,0,anormaly
4421,0,0,anormaly
4422,0,0,anormaly
4423,0,0,anormaly
4424,1,1,normal
4425,1,1,normal
4426,1,1,normal
4427,1,1,normal
4428,1,1,normal
4429,0,0,anormaly
4430,1,1,normal
4431,1,1,normal
4432,1,1,normal
4433,0,0,anormaly
4434,0,0,anormaly
4435,1,1,normal
4436,0,0,anormaly
4437,1,0,anormaly
4438,0,0,anormaly
4439,0,1,normal
4440,0,0,anormaly
4441,0,0,anormaly
4442,1,1,normal
4443,1,1,normal
4444,1,1,normal
4445,1,1,normal
4446,0,0,anormaly
4447,0,0,anormaly
4448,0,0,anormaly
4449,1,1,normal
4450,0,0,anormaly
4451,0,0,anormaly
4452,0,0,anormaly
4453,1,1,normal
4454,1,1,normal
4455,1,1,normal
4456,1,1,normal
4457,1,1,normal
4458,0,0,anormaly
4459,0,0,anormaly
4460,0,0,anormaly
4461,1,1,normal
4462,0,0,anormaly
4463,1,1,normal
4464,0,0,anormaly
4465,1,1,normal
4466,1,1,normal
4467,1,1,normal
4468,1,1,normal
4469,0,0,anormaly
4470,0,0,anormaly
4471,1,1,normal
4472,0,0,anormaly
4473,1,1,normal
4474,1,1,normal
4475,0,0,anormaly
4476,0,0,anormaly
4477,1,1,normal
4478,1,1,normal
4479,1,1,normal
4480,1,1,normal
4481,1,1,normal
4482,0,0,anormaly
4483,0,0,anormaly
4484,1,1,normal
4485,1,1,normal
4486,1,1,normal
4487,1,1,normal
4488,0,0,anormaly
4489,1,1,normal
4490,1,1,normal
4491,1,1,normal
4492,1,1,normal
4493,0,0,anormaly
4494,1,1,normal
4495,0,0,anormaly
4496,0,0,anormaly
4497,1,1,normal
4498,1,1,normal
4499,0,0,anormaly
4500,0,0,anormaly
4501,1,1,normal
4502,0,0,anormaly
4503,0,0,anormaly
4504,0,0,anormaly
4505,0,0,anormaly
4506,1,1,normal
4507,1,1,normal
4508,1,1,normal
4509,1,1,normal
4510,0,0,anormaly
4511,1,1,normal
4512,1,1,normal
4513,1,1,normal
4514,1,1,normal
4515,1,1,normal
4516,0,0,anormaly
4517,1,1,normal
4518,1,1,normal
4519,0,0,anormaly
4520,1,1,normal
4521,0,0,anormaly
4522,0,0,anormaly
4523,1,1,normal
4524,0,0,anormaly
4525,1,1,normal
4526,0,0,anormaly
4527,0,0,anormaly
4528,1,1,normal
4529,1,1,normal
4530,1,1,normal
